customer_id,event_ts,days_since_last_order,sessions_last_month,avg_basket_size,category_diversity,discount_share,returns_rate,avg_session_minutes,device_type,platform,marketing_channel,region,segment_truth,orders_last_90d,avg_order_value,gmv_last_90d,customer_value
c_1034,2024-07-24T06:26:21+00:00,19.0,23.0,7.095,10.07,0.1586,0.0364,22.84,desktop,ios,paid_search,,whales,3.0,14.991720183383865,51.54035980719262,21.60475058535294
c_1035,2024-06-10T20:51:16+00:00,127.0,8.0,4.29,7.98,0.4949,0.1086,18.07,mobile,ios,social,,loyal,2.0,19.020347056632406,115.829239136359,204.7011782024954
c_1036,2024-08-12T11:43:25+00:00,98.0,3.0,4.3,5.97,0.0787,0.2638,5.29,desktop,web,social,APAC,casual,1.0,24.590824383631027,99.4715030221934,75.05473040546673
c_1037,2024-08-13T17:13:05+00:00,27.0,22.0,4.08,8.71,0.2955,0.0449,28.83,tablet,android,email,US,whales,3.0,9.837125168200934,139.83229223855767,87.23706633735988
c_1038,2024-09-07T03:49:03+00:00,30.0,9.0,6.331,11.09,0.2791,0.012,17.62,desktop,ios,paid_search,Unknown,whales,2.0,25.236958601607448,218.33132073434774,70.15607240166247
c_1039,2024-09-06T23:36:16+00:00,160.0,6.0,2.01,3.16,0.0833,0.1278,16.98,mobile,android,email,EU,casual,3.0,17.5619019147819,184.2865280610437,55.03775180881888
c_1040,2024-06-14T14:15:34+00:00,49.0,19.0,5.897,7.48,0.4577,0.0641,7.35,tablet,ios,social,,whales,1.0,13.53624334252458,269.9576065761459,137.8179034377399
c_1041,2024-09-18T20:04:20+00:00,51.0,6.0,3.505,7.31,0.1303,0.1002,36.54,mobile,web,email,EU,loyal,3.0,17.88029214046965,125.5790863256531,101.22183764697384
c_1042,2024-08-08T07:34:09+00:00,25.0,6.0,2.732,2.8,0.3889,0.0407,6.31,tablet,android,organic,,loyal,4.0,60.62775865406897,63.270720217807344,19.453827086048136
c_1043,2024-07-02T17:21:23+00:00,108.0,4.0,3.112,2.55,0.4042,0.0834,6.03,mobile,android,organic,EU,casual,0.0,25.84663177285935,152.5777409647161,42.491618057517584
c_1044,2024-08-20T01:48:06+00:00,98.0,12.0,3.651,7.25,0.0825,0.0143,10.3,desktop,ios,organic,US,loyal,2.0,13.23285925967594,226.15817000561174,46.64284829258985
c_1045,2024-09-20T13:38:09+00:00,18.0,8.0,5.365,9.75,0.0643,0.0576,40.8,desktop,android,email,Unknown,whales,2.0,20.16269531624475,68.04147264777231,31.69183788341918
c_1046,2024-07-25T21:15:51+00:00,133.0,2.0,3.527,4.97,0.0049,0.2536,4.25,desktop,web,organic,US,casual,2.0,24.006134205849662,53.398050846705765,25.016323340820946
c_1047,2024-09-01T20:50:05+00:00,122.0,2.0,3.675,1.8,0.3461,0.0878,3.11,desktop,web,organic,US,loyal,1.0,16.70241971024304,215.11782128893134,80.32376046250964
c_1048,2024-07-25T03:40:28+00:00,177.0,6.0,3.739,3.91,0.032,0.2181,3.57,mobile,web,organic,EU,casual,2.0,20.02811130322827,102.87223833909196,131.18865690783548
c_1049,2024-07-24T04:42:59+00:00,19.0,23.0,5.161,8.08,0.2106,0.069,15.85,tablet,ios,email,US,whales,2.0,18.145700090048845,126.12823822812138,24.067065423512876
c_1050,2024-08-16T05:25:54+00:00,34.0,19.0,7.083,8.65,0.3023,0.0284,22.07,desktop,web,paid_search,APAC,whales,1.0,24.00958955565639,232.25119488502455,94.8071952560699
c_1051,2024-06-19T23:44:50+00:00,115.0,3.0,2.628,1.0,0.0291,0.1172,6.4,mobile,android,organic,EU,casual,1.0,24.649325313845022,143.24812366127807,32.25282005289544
c_1052,2024-09-13T10:29:48+00:00,166.0,6.0,3.233,4.13,0.0834,0.0986,3.87,mobile,web,email,APAC,casual,1.0,31.356897816998064,237.63199120021181,81.77858430386868
c_1053,2024-07-25T04:53:07+00:00,40.0,2.0,2.572,4.24,0.3811,0.1404,10.63,desktop,android,organic,Unknown,loyal,0.0,12.496130940310678,52.48767870351058,32.07144126255037
c_1054,2024-08-03T10:32:33+00:00,100.0,2.0,1.559,8.31,0.0062,0.1736,4.28,mobile,android,organic,,casual,4.0,15.910577287361134,209.97508658083942,94.91057463831439
c_1055,2024-08-20T16:25:53+00:00,39.0,9.0,3.523,11.66,0.3188,0.0008,45.2,tablet,web,email,APAC,whales,0.0,16.97140023976118,151.0449043245529,51.009200862987655
c_1056,2024-06-08T15:14:37+00:00,93.0,9.0,4.01,9.54,0.4647,0.1312,17.13,tablet,web,email,EU,loyal,2.0,19.196175295901728,130.9411997203931,35.40296069077292
c_1057,2024-06-17T00:29:37+00:00,31.0,13.0,5.31,4.86,0.058,0.0025,21.79,desktop,ios,organic,EU,whales,1.0,26.09124102227409,180.29693328447092,89.8721081902357
c_1058,2024-06-23T11:07:16+00:00,92.0,6.0,2.19,7.22,0.3454,0.2233,7.09,tablet,ios,email,Unknown,casual,1.0,15.037826205565414,107.95468619167862,33.85922788894867
c_1059,2024-07-17T14:24:36+00:00,12.0,18.0,6.06,7.52,0.2339,0.0176,39.63,tablet,ios,email,US,whales,1.0,18.52347067054637,127.79385283501247,158.1660728552899
c_1060,2024-08-01T14:07:56+00:00,110.0,12.0,2.491,10.15,0.3089,0.0892,9.43,mobile,ios,paid_search,EU,loyal,2.0,11.710865542882502,133.98624610651243,90.00419267900179
c_1061,2024-06-07T22:35:06+00:00,159.0,2.0,2.974,7.59,0.1956,0.1271,11.59,desktop,ios,email,US,casual,0.0,22.94077126538135,157.2658954923467,128.70355920251816
c_1062,2024-09-14T23:44:40+00:00,7.0,19.0,3.258,9.31,0.0725,0.0319,25.99,desktop,ios,social,APAC,whales,4.0,20.538566708504362,139.03138353012676,25.34563975636847
c_1063,2024-07-13T14:41:15+00:00,11.0,20.0,4.777,6.67,0.0246,0.0662,18.26,mobile,ios,email,US,whales,2.0,28.298932199706407,114.44723907873193,81.68676042933859
c_1064,2024-06-11T16:22:51+00:00,9.0,10.0,4.013,7.86,0.1971,0.0292,39.39,desktop,ios,social,APAC,whales,0.0,17.018141713675224,82.7113057806893,72.08656240847823
c_1065,2024-09-28T05:47:41+00:00,12.0,19.0,5.689,11.21,0.3086,0.0482,49.08,desktop,ios,social,EU,whales,3.0,20.4369789664289,108.73559469673386,26.92717339859965
c_1066,2024-08-28T23:31:35+00:00,75.0,9.0,4.703,6.19,0.2128,0.0942,12.63,desktop,web,social,Unknown,loyal,2.0,21.773946303130785,100.12147476622013,49.68187680599445
c_1067,2024-06-14T13:38:15+00:00,137.0,5.0,2.992,3.33,0.4164,0.1166,2.22,tablet,web,paid_search,Unknown,casual,5.0,17.47820170316121,56.92920020178071,48.99610880226766
c_1068,2024-06-27T14:10:43+00:00,138.0,3.0,1.074,3.82,0.4064,0.1517,5.14,mobile,ios,social,US,casual,1.0,26.62470370460046,308.84777816676944,32.4910699111877
c_1069,2024-07-23T20:08:14+00:00,39.0,5.0,3.541,7.75,0.2308,0.1236,25.22,tablet,web,social,Unknown,loyal,5.0,8.05554812262823,193.75995927470967,81.2477333457891
c_1070,2024-09-11T00:49:24+00:00,23.0,20.0,4.82,9.64,0.466,0.022,26.08,mobile,ios,social,Unknown,whales,2.0,32.388462781381186,192.89595017341796,28.987386004325113
c_1071,2024-08-02T21:14:29+00:00,35.0,14.0,5.276,11.81,0.1432,0.0263,18.9,tablet,web,email,APAC,whales,2.0,18.96269542976787,167.14671396737407,54.72718124667202
c_1072,2024-07-29T19:49:40+00:00,17.0,10.0,5.419,12.0,0.0048,0.0173,15.04,tablet,ios,email,US,whales,3.0,29.852543989695256,71.3304251432269,157.2238516435441
c_1073,2024-06-27T20:32:52+00:00,11.0,17.0,4.171,8.09,0.438,0.002,21.9,tablet,ios,social,Unknown,whales,1.0,25.03379432299649,172.5163007555473,59.98817607356873
c_1074,2024-07-15T04:15:35+00:00,135.0,6.0,2.243,5.33,0.1637,0.1546,7.09,desktop,web,social,,casual,3.0,18.514452992861578,125.94480807396636,133.11637878582889
c_1075,2024-07-12T23:07:29+00:00,9.0,17.0,3.835,7.9,0.236,0.0244,56.99,desktop,android,email,US,whales,3.0,18.833130958068747,124.54345936519275,47.03092490436999
c_1076,2024-08-08T08:16:10+00:00,168.0,4.0,2.595,7.83,0.4375,0.1744,6.27,mobile,ios,organic,APAC,casual,1.0,21.783571072644268,239.30375875976057,38.108346467693345
c_1077,2024-07-21T19:33:49+00:00,87.0,2.0,2.153,9.45,0.2311,0.209,2.94,mobile,web,social,APAC,loyal,4.0,45.54974758098351,186.61407456458065,67.93760905810129
c_1078,2024-08-21T20:46:13+00:00,80.0,3.0,2.462,7.49,0.0838,0.1271,8.72,tablet,android,email,Unknown,loyal,0.0,20.13493615365933,85.95629878726284,36.972777173363944
c_1079,2024-08-21T09:50:53+00:00,65.0,6.0,3.54,8.27,0.3615,0.0459,10.77,mobile,web,email,EU,loyal,3.0,23.130553016597155,267.34739196472685,83.06745870784297
c_1080,2024-06-03T19:46:33+00:00,44.0,13.0,7.846,10.45,0.0686,0.022,9.73,desktop,android,email,EU,whales,3.0,15.947286492931898,48.90190376197129,144.1253034839362
c_1081,2024-07-24T01:20:51+00:00,57.0,16.0,7.297,4.56,0.1526,0.0437,22.79,desktop,ios,social,US,whales,0.0,15.129500752085248,45.76770670041397,61.46072465084705
c_1082,2024-06-27T17:45:19+00:00,8.0,23.0,5.827,8.58,0.1028,0.0461,11.43,desktop,web,paid_search,EU,whales,0.0,27.32126121294466,102.6591234309752,38.88096697285025
c_1083,2024-09-18T23:06:19+00:00,75.0,2.0,2.362,7.77,0.2472,0.0709,9.6,tablet,ios,social,US,loyal,5.0,24.22162743852962,116.65674928785413,42.41432721920307
c_1084,2024-08-12T03:31:49+00:00,166.0,5.0,3.441,1.0,0.4513,0.0814,10.74,mobile,web,social,EU,casual,1.0,21.593879559809338,184.91439903423958,28.092365795151697
c_1085,2024-09-15T15:25:08+00:00,99.0,4.0,4.463,4.48,0.2039,0.0331,44.8,tablet,ios,social,EU,loyal,0.0,14.553432349784632,271.6238444029851,50.08810912728017
c_1086,2024-08-13T00:04:09+00:00,18.0,21.0,4.889,8.8,0.0287,0.0159,55.67,tablet,android,paid_search,,whales,3.0,16.93944124972805,100.49763596361382,38.98220489984508
c_1087,2024-09-26T17:46:09+00:00,96.0,2.0,1.795,4.22,0.0645,0.2449,4.21,mobile,ios,email,,casual,0.0,32.505155881712774,103.1901668359013,78.89186734017586
c_1088,2024-09-06T07:19:54+00:00,56.0,8.0,4.515,5.9,0.4402,0.0215,20.2,desktop,android,paid_search,,whales,6.0,15.276544007814035,83.98180625841745,26.29153783384459
c_1089,2024-08-16T04:52:28+00:00,133.0,5.0,1.856,1.62,0.4257,0.0474,3.23,desktop,android,organic,APAC,casual,1.0,28.529649944547444,113.73403737142327,28.562271586615097
c_1090,2024-06-09T07:04:39+00:00,24.0,8.0,5.725,10.56,0.0635,0.0754,9.6,mobile,ios,email,APAC,whales,2.0,21.64163644051217,111.8725739933948,40.72138881911503
c_1091,2024-08-29T01:46:41+00:00,15.0,18.0,5.171,9.69,0.0618,0.0248,28.48,desktop,web,organic,US,whales,2.0,15.339184982772144,160.78749815925764,32.10117696127552
c_1092,2024-09-10T05:00:57+00:00,154.0,6.0,2.026,5.3,0.0154,0.0535,4.74,mobile,android,social,Unknown,casual,0.0,39.414218343338845,489.1162475421865,48.19609675271368
c_1093,2024-06-11T11:09:44+00:00,172.0,2.0,2.092,3.58,0.3006,0.057,5.13,desktop,android,social,,casual,4.0,26.932510162483137,132.82083041349821,42.67647598394112
c_1094,2024-07-01T05:15:24+00:00,39.0,22.0,9.455,7.6,0.1114,0.0126,23.67,mobile,ios,social,EU,whales,2.0,12.54323142331372,217.24824438311398,53.88921572136888
c_1095,2024-09-08T06:32:22+00:00,115.0,1.0,2.088,1.52,0.1079,0.2228,4.1,tablet,android,paid_search,APAC,casual,0.0,19.165264529886944,137.42923926762646,45.063973787045114
c_1096,2024-09-01T04:07:26+00:00,84.0,3.0,1.868,6.66,0.1873,0.1716,2.58,desktop,web,organic,Unknown,casual,7.0,26.630903686657096,99.94626345657419,73.03090405168867
c_1097,2024-09-17T02:08:00+00:00,89.0,3.0,3.262,8.15,0.2096,0.3379,2.12,mobile,ios,paid_search,,casual,3.0,17.733015113595258,156.56543100732375,93.60838473444988
c_1098,2024-06-30T06:22:52+00:00,26.0,13.0,5.876,6.55,0.1876,0.0055,17.34,mobile,web,social,APAC,whales,0.0,24.589140241464293,103.19656769877038,55.87526882741488
c_1099,2024-08-20T18:48:01+00:00,50.0,9.0,5.15,7.88,0.3333,0.0471,23.73,mobile,ios,paid_search,,whales,1.0,19.949671296078353,160.3212154366524,53.789144016057556
c_1100,2024-08-25T16:22:38+00:00,33.0,9.0,6.422,4.6,0.3392,0.0559,14.63,tablet,android,social,EU,whales,2.0,34.728360331915034,203.34214505671443,71.70797020063709
c_1101,2024-09-08T00:03:45+00:00,82.0,4.0,2.327,3.28,0.2469,0.1333,1.01,mobile,ios,paid_search,US,casual,2.0,21.751348428896154,154.9746337545504,31.540865806828467
c_1102,2024-07-03T20:01:16+00:00,39.0,10.0,4.48,11.73,0.0534,0.0601,27.44,mobile,ios,social,Unknown,whales,4.0,16.020034265315005,403.35156919365375,56.87394785831827
c_1103,2024-07-20T21:14:14+00:00,23.0,6.0,2.222,8.89,0.4449,0.1021,15.61,mobile,ios,organic,US,loyal,4.0,20.481534424364636,212.80236894334573,14.823817381444469
c_1104,2024-06-22T10:35:01+00:00,24.0,6.0,2.475,3.68,0.2395,0.0476,32.04,tablet,ios,paid_search,,loyal,2.0,28.119712160360848,44.80526490782845,26.523681610580905
c_1105,2024-08-06T02:59:48+00:00,159.0,4.0,1.5,5.33,0.3915,0.0443,4.63,mobile,web,email,,casual,3.0,17.354334808686847,189.9162039059683,74.46962850373663
c_1106,2024-06-23T04:33:00+00:00,40.0,10.0,4.832,11.12,0.2275,0.2514,4.86,mobile,android,organic,,whales,3.0,14.139238692570933,126.76936324706072,33.5902886386985
c_1107,2024-08-29T03:40:12+00:00,147.0,4.0,2.462,5.17,0.4173,0.2192,2.63,desktop,android,social,Unknown,casual,2.0,24.96567181817023,133.16464336935707,57.95090440798496
c_1108,2024-09-23T00:59:24+00:00,39.0,3.0,4.891,2.65,0.417,0.1054,4.52,desktop,ios,social,EU,loyal,1.0,19.832363303684375,62.45428232195816,89.76319361112074
c_1109,2024-06-11T10:02:49+00:00,140.0,6.0,2.543,4.14,0.0768,0.2488,3.39,desktop,web,organic,,casual,1.0,13.719712799557268,169.17012992942065,88.24895112677919
c_1110,2024-07-24T07:39:28+00:00,108.0,3.0,2.235,6.39,0.4338,0.0966,1.19,desktop,web,social,,casual,0.0,19.494806985852286,133.38478348310548,66.46596383477166
c_1111,2024-08-13T11:44:23+00:00,10.0,18.0,5.36,12.0,0.2252,0.0271,52.81,mobile,android,social,US,whales,2.0,13.765014026123309,143.48078534147416,24.526629834309862
c_1112,2024-06-13T04:16:46+00:00,122.0,4.0,1.63,7.44,0.054,0.1246,7.32,desktop,ios,paid_search,US,casual,2.0,21.074856133619917,184.3054529432097,43.66063734215181
c_1113,2024-09-16T06:28:31+00:00,119.0,3.0,2.442,4.56,0.4507,0.0155,2.87,desktop,android,email,,loyal,1.0,19.751306725147764,223.43407004125157,51.98606112181325
c_1114,2024-07-08T16:15:14+00:00,81.0,5.0,1.841,5.71,0.3712,0.1823,5.83,tablet,ios,email,APAC,casual,4.0,16.958285855399993,74.72182319987346,86.28154474742553
c_1115,2024-08-06T02:00:26+00:00,89.0,7.0,4.274,4.25,0.405,0.1702,10.21,tablet,ios,email,APAC,loyal,1.0,24.867324019527587,114.1082720274585,135.4217157611615
c_1116,2024-07-06T13:24:49+00:00,127.0,7.0,2.892,2.18,0.0589,0.089,2.96,tablet,android,organic,,loyal,1.0,18.33733250215709,166.34052797443493,106.18773959277065
c_1117,2024-09-10T07:17:17+00:00,8.0,14.0,4.866,11.79,0.3294,0.0019,4.57,mobile,android,organic,APAC,whales,1.0,11.629515419690534,115.76021582689822,159.1444789755699
c_1118,2024-06-18T08:19:37+00:00,156.0,3.0,1.978,7.81,0.1243,0.4397,0.93,tablet,web,paid_search,APAC,casual,1.0,27.84126910264924,191.43141945023456,58.891825004979204
c_1119,2024-09-03T13:03:16+00:00,12.0,11.0,3.209,6.96,0.0457,0.0541,31.78,tablet,android,paid_search,,whales,1.0,25.999001775974858,121.69425494668619,78.76347044767208
c_1120,2024-09-17T00:24:57+00:00,109.0,5.0,3.113,2.07,0.1855,0.0766,9.2,tablet,android,paid_search,EU,loyal,2.0,26.758032620812447,87.82143575672642,74.81358618234425
c_1121,2024-07-15T17:51:47+00:00,44.0,2.0,2.471,8.7,0.2485,0.2035,17.16,tablet,android,email,US,loyal,3.0,13.759204316759487,132.2103120731353,234.24782698179274
c_1122,2024-07-10T02:25:28+00:00,111.0,5.0,2.322,7.88,0.4473,0.2788,3.67,tablet,web,paid_search,,casual,1.0,17.469254654096616,262.34928498127385,78.15464777156286
c_1123,2024-07-27T01:54:36+00:00,166.0,4.0,3.458,6.21,0.2765,0.1339,9.99,mobile,ios,organic,,casual,2.0,37.03205804837341,284.94461224397,87.81181045945047
c_1124,2024-08-12T19:43:59+00:00,23.0,18.0,4.47,8.54,0.4846,0.0028,9.39,tablet,ios,social,APAC,whales,6.0,23.24966585748409,124.22898824487415,59.765459904497924
c_1125,2024-08-29T08:08:10+00:00,54.0,20.0,4.117,11.65,0.4187,0.0824,22.53,mobile,ios,paid_search,Unknown,whales,2.0,19.495436844645432,112.71777123286917,85.86394195563152
c_1126,2024-07-02T05:36:05+00:00,168.0,3.0,1.724,1.0,0.1836,0.1926,1.93,tablet,android,paid_search,APAC,casual,1.0,12.501985553478457,118.8182751825077,64.99508657990255
c_1127,2024-09-18T08:42:58+00:00,49.0,7.0,2.384,6.13,0.1602,0.1116,8.17,desktop,android,email,,loyal,1.0,12.448944213205701,206.87145915236675,62.42240070093498
c_1128,2024-08-01T12:44:23+00:00,33.0,15.0,5.296,8.16,0.0232,0.0492,11.86,mobile,ios,organic,Unknown,whales,2.0,34.29569785290832,127.59797175580907,71.41322099268235
c_1129,2024-06-20T11:08:25+00:00,51.0,20.0,4.741,9.94,0.1782,0.0213,29.02,mobile,android,social,Unknown,whales,1.0,23.557581813760347,137.66144760255006,107.9143822884403
c_1130,2024-06-18T02:45:24+00:00,27.0,18.0,5.234,6.32,0.2307,0.0289,17.99,mobile,ios,email,APAC,whales,0.0,20.553433228551366,103.08114485007427,40.03512245482691
c_1131,2024-08-11T01:39:08+00:00,154.0,3.0,3.582,8.21,0.4559,0.2297,7.86,desktop,android,paid_search,Unknown,casual,2.0,29.401682579017066,100.33556529554546,37.5728866744329
c_1132,2024-09-08T03:23:28+00:00,17.0,13.0,5.579,11.15,0.4357,0.0303,39.32,tablet,ios,social,EU,whales,3.0,28.47104166747001,287.41724639555315,49.54170405582191
c_1133,2024-09-24T15:51:03+00:00,31.0,3.0,2.254,9.61,0.4811,0.048,22.96,desktop,web,organic,US,loyal,0.0,20.918567784215046,105.12831863339153,76.81260567288777
c_1134,2024-06-18T05:51:11+00:00,55.0,19.0,3.786,12.0,0.311,0.0741,23.79,mobile,web,paid_search,US,whales,2.0,29.07936822509163,98.65337976921386,43.99483121946344
c_1135,2024-06-16T09:43:38+00:00,12.0,11.0,3.388,9.48,0.3251,0.0581,30.05,desktop,web,email,US,whales,1.0,14.697176720128027,74.46139953001685,55.42134897651945
c_1136,2024-09-19T10:14:45+00:00,45.0,11.0,4.142,10.36,0.2169,0.0259,6.84,desktop,android,social,EU,whales,2.0,20.46355148916558,104.51199799361608,27.5350429539979
c_1137,2024-07-01T05:13:33+00:00,116.0,2.0,2.293,4.89,0.3358,0.1148,3.8,tablet,ios,paid_search,EU,casual,2.0,15.168934146204428,166.67845262552746,73.34845625771729
c_1138,2024-07-22T13:43:34+00:00,7.0,9.0,8.379,7.08,0.2684,0.0229,13.19,mobile,android,paid_search,EU,whales,3.0,23.749313471970908,66.78304745023378,131.3505381801082
c_1139,2024-08-25T09:41:47+00:00,15.0,13.0,5.326,7.88,0.0454,0.048,22.91,mobile,web,paid_search,,whales,2.0,25.481382325363164,144.52985507420655,31.12174372961801
c_1140,2024-09-22T04:18:20+00:00,34.0,20.0,3.966,10.22,0.0638,0.01,24.5,desktop,ios,organic,,whales,1.0,18.341067995257486,121.16514718346944,36.54718330922229
c_1141,2024-07-06T17:29:24+00:00,30.0,10.0,3.713,6.08,0.1364,0.1631,3.3,desktop,web,paid_search,Unknown,loyal,2.0,28.601697263917295,126.82859963385502,100.26524995182447
c_1142,2024-09-04T02:44:49+00:00,37.0,23.0,4.753,12.0,0.2953,0.0134,44.72,mobile,android,organic,Unknown,whales,1.0,36.727557548920686,345.54896556299303,83.80740903317928
c_1143,2024-06-27T11:57:36+00:00,34.0,5.0,2.203,7.21,0.1237,0.0892,26.83,mobile,web,email,Unknown,loyal,2.0,29.40905663051048,138.9647493255164,24.894883496125896
c_1144,2024-07-10T05:23:54+00:00,23.0,13.0,4.486,10.81,0.2394,0.0124,10.1,desktop,web,organic,,whales,3.0,28.184042767413455,231.2767787537315,20.41955976861764
c_1145,2024-06-30T12:11:41+00:00,130.0,2.0,2.998,5.93,0.4147,0.1625,5.68,tablet,android,organic,Unknown,casual,2.0,23.496453122575012,266.59416596050994,100.70784065991356
c_1146,2024-07-07T09:58:02+00:00,47.0,15.0,5.248,10.14,0.3215,0.0692,13.98,desktop,android,paid_search,APAC,whales,2.0,18.39280336857633,152.05663064652393,22.74037978198777
c_1147,2024-07-10T19:10:37+00:00,53.0,16.0,6.654,8.29,0.4297,0.0423,28.48,tablet,web,organic,US,whales,2.0,20.507478003665202,75.67717450427325,8.444592959842163
c_1148,2024-07-19T01:19:06+00:00,28.0,13.0,3.746,11.65,0.2743,0.0612,23.03,desktop,web,paid_search,,whales,2.0,24.172950409982846,142.61072220199057,115.20570946924956
c_1149,2024-09-14T10:31:37+00:00,12.0,18.0,5.703,7.25,0.384,0.0018,6.91,tablet,ios,paid_search,APAC,whales,4.0,11.64518477732834,236.45328472898407,61.448352351926694
c_1150,2024-06-17T04:33:15+00:00,169.0,5.0,1.56,2.35,0.2106,0.1822,3.8,tablet,web,social,EU,casual,0.0,29.45977951749025,189.30055583834854,28.776404350208953
c_1151,2024-09-17T05:19:43+00:00,107.0,10.0,2.822,7.02,0.295,0.1664,10.07,desktop,ios,paid_search,EU,loyal,2.0,25.99921351352281,129.39879902136127,117.04074357900048
c_1152,2024-07-19T05:11:43+00:00,145.0,3.0,3.109,7.48,0.3512,0.3207,9.96,mobile,web,email,Unknown,casual,0.0,18.85275552098519,154.5105616196685,86.50260604993068
c_1153,2024-09-12T07:56:36+00:00,20.0,12.0,5.143,4.46,0.0491,0.0602,24.06,mobile,web,social,EU,whales,2.0,19.395178790379703,416.7835753856876,19.77562286131063
c_1154,2024-07-08T06:00:25+00:00,38.0,6.0,3.581,6.73,0.2739,0.0556,25.83,desktop,web,email,,loyal,2.0,11.365676169660794,97.2289434513429,30.06791515427755
c_1155,2024-06-24T18:14:51+00:00,86.0,3.0,1.919,1.0,0.123,0.2919,17.42,mobile,web,paid_search,,casual,0.0,18.20795683210109,156.50554237260994,71.23301051210328
c_1156,2024-08-19T05:00:07+00:00,44.0,9.0,1.989,2.18,0.0078,0.1678,6.22,desktop,web,organic,EU,loyal,3.0,19.78992947811066,389.16373196844194,36.749091660162534
c_1157,2024-09-01T05:32:34+00:00,87.0,1.0,2.312,7.81,0.3218,0.1441,7.38,mobile,android,email,Unknown,casual,1.0,17.86823464769696,145.1494321444148,72.09806747080262
c_1158,2024-08-16T23:21:15+00:00,108.0,6.0,2.33,6.08,0.0423,0.3781,4.94,mobile,ios,social,,casual,2.0,22.361655992837083,218.3022567652062,71.65459866930391
c_1159,2024-07-31T15:30:23+00:00,43.0,9.0,5.884,6.84,0.2344,0.0235,38.48,mobile,ios,organic,US,whales,1.0,14.955713762503139,774.9116583411308,36.68420283704351
c_1160,2024-09-28T13:50:50+00:00,143.0,5.0,2.379,7.31,0.0013,0.1489,1.37,desktop,ios,email,,casual,1.0,23.721890484999285,242.2062483053605,45.73464529163702
c_1161,2024-08-16T01:49:43+00:00,52.0,17.0,3.865,12.0,0.266,0.074,8.86,mobile,android,organic,EU,whales,2.0,28.576323174504395,127.61993689586485,25.505937307339746
c_1162,2024-07-14T22:44:40+00:00,172.0,3.0,3.75,4.96,0.0624,0.2857,6.25,desktop,ios,paid_search,,casual,1.0,21.990506025596492,174.64437764185286,80.67702310193249
c_1163,2024-09-21T01:38:59+00:00,169.0,3.0,3.152,1.0,0.2038,0.1527,12.2,tablet,web,email,Unknown,casual,2.0,20.62611120460894,260.8761219287024,38.675707043977695
c_1164,2024-07-07T12:51:00+00:00,25.0,13.0,3.114,8.52,0.0945,0.0448,30.6,tablet,android,paid_search,APAC,whales,4.0,23.071384826926852,184.40632760036087,24.574710460271163
c_1165,2024-09-03T17:36:01+00:00,38.0,4.0,2.426,5.14,0.2484,0.1991,19.35,mobile,web,email,APAC,loyal,0.0,22.308534879277445,262.4363282738235,30.701084090385674
c_1166,2024-07-08T05:49:44+00:00,157.0,1.0,3.89,8.07,0.4766,0.1164,3.6,desktop,android,social,Unknown,casual,0.0,11.852689298562268,283.2518162989309,35.455819892772524
c_1167,2024-09-24T04:01:35+00:00,111.0,5.0,2.553,1.0,0.0689,0.1589,13.92,tablet,web,organic,APAC,casual,1.0,17.08579408883714,74.01522022160798,9.682618609428685
c_1168,2024-08-21T17:22:27+00:00,33.0,15.0,3.801,11.3,0.2675,0.0496,7.87,mobile,android,social,APAC,whales,1.0,16.872401430971784,318.9033030288847,51.771780570480395
c_1169,2024-08-27T15:11:15+00:00,25.0,21.0,5.5,9.97,0.3571,0.0317,2.52,mobile,web,social,Unknown,whales,2.0,21.124822718495487,150.33689239454966,99.64471330948497
c_1170,2024-09-11T05:58:09+00:00,14.0,19.0,3.516,12.0,0.3271,0.0227,30.23,desktop,ios,organic,EU,whales,0.0,18.306613065801915,118.15310483624326,29.25754482290607
c_1171,2024-09-15T20:14:12+00:00,122.0,5.0,3.503,8.28,0.0427,0.2522,9.29,desktop,web,email,APAC,loyal,4.0,24.42257130302549,120.63100979305922,41.98669496559393
c_1172,2024-07-14T18:48:12+00:00,168.0,2.0,0.958,5.19,0.1564,0.3753,9.67,desktop,android,paid_search,US,casual,2.0,18.383312121974782,408.1753417475423,44.12778789214343
c_1173,2024-06-01T02:44:45+00:00,19.0,8.0,6.693,5.07,0.4445,0.0936,6.18,mobile,android,email,Unknown,whales,1.0,22.62446687176105,135.7355821900256,91.71562359178974
c_1174,2024-06-17T04:29:59+00:00,51.0,19.0,7.483,5.93,0.0637,0.0306,15.9,tablet,android,paid_search,EU,whales,2.0,28.48632352880294,93.67638949040963,39.738441662403126
c_1175,2024-07-22T08:14:06+00:00,136.0,6.0,2.868,3.19,0.0284,0.1297,2.42,mobile,android,social,EU,casual,2.0,21.825590163138994,138.98799831244506,19.64928949156493
c_1176,2024-07-09T06:04:34+00:00,101.0,4.0,1.843,4.28,0.3134,0.2104,11.14,tablet,web,organic,APAC,casual,1.0,26.76066158253747,92.82733588199905,63.94007215705072
c_1177,2024-09-06T10:50:59+00:00,43.0,10.0,4.297,11.64,0.1242,0.0174,53.94,mobile,android,organic,EU,whales,3.0,20.190210996493256,92.34569096769039,59.812785164610396
c_1178,2024-08-26T13:35:05+00:00,47.0,4.0,4.403,7.76,0.2733,0.1403,12.98,tablet,web,email,EU,loyal,2.0,24.193375585909248,158.63727835965142,44.399463528558776
